"Date","Price","Open","High","Low","Change %"
"Jan 25, 2017","1,200.31","1,208.79","1,209.84","1,192.83","-0.70%"
"Jan 24, 2017","1,208.81","1,217.40","1,219.66","1,206.02","-0.71%"
"Jan 23, 2017","1,217.48","1,209.43","1,219.54","1,209.27","0.62%"
"Jan 20, 2017","1,209.96","1,205.16","1,215.30","1,198.68","0.40%"
"Jan 19, 2017","1,205.14","1,203.92","1,206.88","1,195.86","0.12%"
"Jan 18, 2017","1,203.64","1,216.56","1,217.60","1,201.91","-1.06%"
"Jan 17, 2017","1,216.54","1,202.80","1,218.72","1,202.38","1.11%"
"Jan 16, 2017","1,203.17","1,200.55","1,208.23","1,198.17","0.46%"
"Jan 13, 2017","1,197.66","1,195.96","1,201.20","1,187.93","0.17%"
"Jan 12, 2017","1,195.66","1,191.75","1,207.07","1,191.00","0.32%"
"Jan 11, 2017","1,191.85","1,187.74","1,198.79","1,177.33","0.35%"
"Jan 10, 2017","1,187.74","1,181.32","1,190.57","1,179.86","0.55%"
"Jan 09, 2017","1,181.27","1,172.64","1,185.91","1,171.89","0.72%"
"Jan 06, 2017","1,172.81","1,180.38","1,181.49","1,170.37","-0.65%"
"Jan 05, 2017","1,180.48","1,163.67","1,184.99","1,162.38","1.43%"
"Jan 04, 2017","1,163.80","1,159.28","1,168.23","1,156.35","0.42%"
"Jan 03, 2017","1,158.91","1,150.80","1,163.61","1,145.77","0.73%"
"Jan 02, 2017","1,150.52","1,150.55","1,152.66","1,149.66","-0.12%"
